"","title","author","year","publication_title","abstract","doi","url","source","preregister","type_of_control","publication_type","study_num","mean_age","setting","country","intervention_type","prejudice_type","intervention_approach","intervention_length","intervention_span","light_touch","open_data","condition_name","control_name","outcome_type","measure_name","scale_direction","time_measurement","delay","n_treatment","n_treatment_clusters","n_control","n_control_clusters","effect_type","test_statistic","effect_direction","adjusted","sd_control","result_page","heterogenous","provide_all_stats","synergy","personalization","policy_attitude_measure","unique_paper_id"
"662","Perspective-taking and empathy: Generalizing the reduction of group bias towards Asian Americans to general outgroups.","Shih, Margaret J.; Stotzer, Rebecca; Guti√©rrez, Ang√©lica S.","2013.0","Asian American Journal of Psychology",NA,"10.1037/a0029790","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-23868-001&site=ehost-live","PsycINFO","0.0","2","1.0","1.0","-","4","US","1","1","9","0:10","1 day","1","0","empathy","control","2","implicit group prejudice: bad/them","1.0","1.0","0.0","32","-","32","-","dim","-0.05","-1.0","0.0","0.16","p.81, Table 1","0.0","1.0","0.0","0.0","0.0",165
"663","Perspective-taking and empathy: Generalizing the reduction of group bias towards Asian Americans to general outgroups.","Shih, Margaret J.; Stotzer, Rebecca; Guti√©rrez, Ang√©lica S.","2013.0","Asian American Journal of Psychology",NA,"10.1037/a0029790","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-23868-001&site=ehost-live","PsycINFO","0.0","2","1.0","1.0","-","4","US","1","1","9","0:10","1 day","1","0","empathy","control","2","implicit group prejudice: good/them","-1.0","1.0","0.0","32","-","32","-","dim","-0.1","1.0","0.0","0.18","p.81, Table 1","0.0","1.0","0.0","0.0","0.0",165
"664","The mixed effects of online diversity","Chang, Edward H, Milkman, Katherine L, Gromet, Dena M, Rebele, Robert W, Massey, Cade, Duckworth, Angela L, Grant, Adam M","2019.0","Proceedings of the National Academy of Sciences of the United States of America","We present results from a large (n = 3,016) field experiment at a global organization testing whether a brief science-based online diversity training can change attitudes and behaviors toward women in theworkplace.Our preregistered field experiment included an active placebo control and measured participants’ attitudes and real workplace decisions up to 20 weeks postintervention. Among groups whose average untreated attitude—whereas still supportive of women—were relatively less supportive of women than other groups, our diversity training successfully produced attitude change but not behavior change. On the other hand, our diversity training successfully generated some behavior change among groups whose average untreated attitudes were already strongly supportive of women before training. This paper extends our knowledge about the pathways to attitude and behavior change in the context of bias reduction. However, the results suggest that the one-off diversity trainings that are commonplace in organizations are unlikely to be
stand-alone solutions for promoting equality in the workplace, particularly given their limited efficacy among those groups whose behaviors policymakers are most eager to influence.","10.1073/pnas.1816076116","www.pnas.org/cgi/doi/10.1073/pnas.1816076116","Betsy","1.0","2.0","1.0","-","-","5","worldwide","2","1","10","1:00","1 day","0","1","general-bias training","control training","3","racial bias acknowledgment","1.0","1.0","0.0","769.5","-","769.5","-","d","0.187","1.0","0.0","1.0","supplemental materials table s9 p47","0.0","1.0","0.0","1.0","1.0",166
"665","The mixed effects of online diversity","Chang, Edward H, Milkman, Katherine L, Gromet, Dena M, Rebele, Robert W, Massey, Cade, Duckworth, Angela L, Grant, Adam M","2019.0","Proceedings of the National Academy of Sciences of the United States of America","We present results from a large (n = 3,016) field experiment at a global organization testing whether a brief science-based online diversity training can change attitudes and behaviors toward women in theworkplace.Our preregistered field experiment included an active placebo control and measured participants’ attitudes and real workplace decisions up to 20 weeks postintervention. Among groups whose average untreated attitude—whereas still supportive of women—were relatively less supportive of women than other groups, our diversity training successfully produced attitude change but not behavior change. On the other hand, our diversity training successfully generated some behavior change among groups whose average untreated attitudes were already strongly supportive of women before training. This paper extends our knowledge about the pathways to attitude and behavior change in the context of bias reduction. However, the results suggest that the one-off diversity trainings that are commonplace in organizations are unlikely to be
stand-alone solutions for promoting equality in the workplace, particularly given their limited efficacy among those groups whose behaviors policymakers are most eager to influence.","10.1073/pnas.1816076116","www.pnas.org/cgi/doi/10.1073/pnas.1816076116","Betsy","1.0","2.0","1.0","-","-","5","US","2","1","10","1:00","1 day","0","1","general-bias training","control training","1","informal mentoring selection","1.0","2.0","3 weeks","378","-","378","-","dim","0.007","1.0","0.0","0.64","supplemental materials table p 11","0.0","1.0","0.0","1.0","1.0",166
"666","The mixed effects of online diversity","Chang, Edward H, Milkman, Katherine L, Gromet, Dena M, Rebele, Robert W, Massey, Cade, Duckworth, Angela L, Grant, Adam M","2019.0","Proceedings of the National Academy of Sciences of the United States of America","We present results from a large (n = 3,016) field experiment at a global organization testing whether a brief science-based online diversity training can change attitudes and behaviors toward women in theworkplace.Our preregistered field experiment included an active placebo control and measured participants’ attitudes and real workplace decisions up to 20 weeks postintervention. Among groups whose average untreated attitude—whereas still supportive of women—were relatively less supportive of women than other groups, our diversity training successfully produced attitude change but not behavior change. On the other hand, our diversity training successfully generated some behavior change among groups whose average untreated attitudes were already strongly supportive of women before training. This paper extends our knowledge about the pathways to attitude and behavior change in the context of bias reduction. However, the results suggest that the one-off diversity trainings that are commonplace in organizations are unlikely to be
stand-alone solutions for promoting equality in the workplace, particularly given their limited efficacy among those groups whose behaviors policymakers are most eager to influence.","10.1073/pnas.1816076116","www.pnas.org/cgi/doi/10.1073/pnas.1816076116","Betsy","1.0","2.0","1.0","-","-","5","US","2","1","10","1:00","1 day","0","1","general-bias training","control training","1","recognition for excellence","1.0","2.0","6 weeks","378","-","378","-","dim","0.0036","1.0","0.0","0.108","supplemental materials page 13","0.0","1.0","0.0","1.0","1.0",166
"667","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion + contact with Black person","control + contact with Black person","3","enjoyment of interaction (self-report)","1.0","1.0","0.0","20.5","-","20.5","-","dim","0.89","1.0","0.0","1.28","141.0","0.0","1.0","1.0","0.0","0.0",167
"668","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion (congruent/incongruent stimuli)","control (congruent stimuli)","3","enjoyment of interaction (self-report)","1.0","1.0","0.0","41.0","-","41.0","-","dim","0.225","1.0","0.0","1.231015841","141.0","0.0","1.0","1.0","0.0","0.0",167
"669","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion + contact with Black person","control + contact with Black person","1","enjoyment of interaction (coder)","1.0","1.0","0.0","20.5","-","20.5","-","dim","0.67","1.0","0.0","0.77","141.0","0.0","1.0","1.0","0.0","0.0",167
"670","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion (congruent/incongruent stimuli)","control (congruent stimuli)","1","enjoyment of interaction (coder)","1.0","1.0","0.0","41.0","-","41.0","-","dim","0.22","1.0","0.0","0.7502666193","141.0","0.0","1.0","1.0","0.0","0.0",167
"671","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion + contact with Black person","control + contact with Black person","1, 9","addressing diversity directly in conversation","1.0","1.0","0.0","20.5","-","20.5","-","dim","2.04","1.0","0.0","1.47","141.0","0.0","1.0","1.0","0.0","0.0",167
"672","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion (congruent/incongruent stimuli)","control (congruent stimuli)","1, 9","addressing diversity directly in conversation","1.0","1.0","0.0","41.0","-","41.0","-","dim","0.845","1.0","0.0","1.520822146","141.0","0.0","1.0","1.0","0.0","0.0",167
"673","Liberating effects of losing executive control: When regulatory strategies turn maladaptive","Apfelbaum Evan P, Sommers Samuel R","2009.0","Psychological science","Across numerous domains, research has consistently linked decreased capacity for executive control to negative outcomes. Under some conditions, however, this deficit may translate into gains: When individuals' regulatory strategies are maladaptive, depletion of the resource fueling such strategies may facilitate positive outcomes, both intra- and interpersonally. We tested this prediction in the context of contentious intergroup interaction, a domain characterized by regulatory practices of questionable utility. White participants discussed approaches to campus diversity with a White or Black partner immediately after performing a depleting or control computer task. In intergroup encounters, depleted participants enjoyed the interaction more, exhibited less inhibited behavior, and seemed less prejudiced to Black observers than did control participants—converging evidence of beneficial effects. Although executive capacity typically sustains optimal functioning, these results indicate that, in some cases, it also can obstruct positive outcomes, not to mention the potential for open dialogue regarding divisive social issues.","10.1111/j.1467-9280.2009.02266.x","https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02266.x","Janet database dissertation search","0.0","2.0","1.0","-","18.73","4","US","1","1","9","0:15","1 day","0","0","cognitive depletion + contact with Black person","control + contact with Black person","1","perceived prejudice by black coder","-1.0","1.0","0.0","20.5","-","20.5","-","t.test","2.71","1.0","0.0","1.0","142.0","0.0","1.0","1.0","0.0","0.0",167
"674","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","1","7","4","00:09","1 day","0","0","direct contact","no contact control","3","The Obese Person Trait Survey Positive","1.0","1.0","0.0","38.0","-","39.0","-","dim","1.5","1.0","0.0","10.89","302, 1","0.0","1.0","0.0","0.0","0.0",168
"675","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","1","7","4","00:09","1 day","0","0","direct contact","no contact control","3","The Obese Person Trait Survey Negative","-1.0","1.0","0.0","38.0","-","39.0","-","dim","-12.03","1.0","0.0","17.4","302, 1","0.0","1.0","0.0","0.0","0.0",168
"676","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","1","7","4","00:09","1 day","0","0","direct contact","no contact control","3","Antifat Attitudes Dislike Scale","-1.0","1.0","0.0","38.0","-","39.0","-","dim","-6.03","1.0","0.0","7.32","302, 1","0.0","1.0","0.0","0.0","0.0",168
"677","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","1","7","4","00:09","1 day","0","0","direct contact","no contact control","8","behavior intent","1.0","1.0","0.0","38.0","-","39.0","-","dim","0.54","1.0","0.0","1.72","302, 1","0.0","1.0","0.0","0.0","0.0",168
"678","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","3","7","5","00:01","1 day","1","0","imagined contact","no contact control","3","The Obese Person Trait Survey Positive","1.0","1.0","0.0","41.0","-","39.0","-","dim","1.72","1.0","0.0","10.89","302, 1","0.0","1.0","0.0","0.0","0.0",168
"679","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","3","7","5","00:01","1 day","1","0","imagined contact","no contact control","3","The Obese Person Trait Survey Negative","-1.0","1.0","0.0","41.0","-","39.0","-","dim","-3.3","1.0","0.0","17.4","302, 1","0.0","1.0","0.0","0.0","0.0",168
"680","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","3","7","5","00:01","1 day","1","0","imagined contact","no contact control","3","Antifat Attitudes Dislike Scale","-1.0","1.0","0.0","41.0","-","39.0","-","dim","-1.12","1.0","0.0","7.32","302, 1","0.0","1.0","0.0","0.0","0.0",168
"681","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","3","7","5","00:01","1 day","1","0","imagined contact","no contact control","8","behavior intent","1.0","1.0","0.0","41.0","-","39.0","-","dim","-0.03","-1.0","0.0","1.72","302, 1","0.0","1.0","0.0","0.0","0.0",168
"682","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","3","7","5","00:03","1 day","1","0","vicarious contact","no contact control","3","The Obese Person Trait Survey Positive","1.0","1.0","0.0","38.0","-","39.0","-","dim","-2.19","-1.0","0.0","10.89","302, 1","0.0","1.0","0.0","0.0","0.0",168
"683","Intergroup contact and weight bias reduction","Koball, Afton M, Carels, Robert A","2015.0","Translational Issues in Psychological Science","Despite a current obesity epidemic in the United States, negative attitudes toward overweight and obese individuals are widespread. Interventions aimed at reducing antifat attitudes have produced mixed results. One approach that has successfully reduced prejudiced attitudes toward discriminated individuals is intergroup contact (e.g., direct, imagined, and vicarious positive contact with a member of the discriminated group). Despite its success with other forms of bias reduction, limited research has examined intergroup contact with regard to weight bias. The current study examined whether and how various forms of intergroup contact can reduce weight bias and increase intentions to interact with obese persons among normal weight participants and whether intergroup anxiety mediated this relationship. One hundred fifty-six self-reported normal weight individuals between the ages of 18 and 23 were randomized into 1 of 3 experimental conditions that manipulated intergroup contact or a control group. The direct contact group had lower levels of weight bias and increased behavioral intentions to interact with obese persons than the indirect conditions (i.e., imagined and vicarious) and control group. Moreover, intergroup anxiety was found to mediate this relationship. This study highlights the potential importance of using positive, meaningful contact between people of different body sizes as a tool to reduce negative attitudes and stereotypes about overweight.","10.1037/tps0000032","https://psycnet.apa.org/record/2015-40893-010","Janet database dissertation search","0.0","3.0","1.0","-","20","4","US","3","7","5","00:03","1 day","1","0","vicarious contact","no contact control","3","The Obese Person Trait Survey Negative","-1.0","1.0","0.0","38.0","-","39.0","-","dim","-1.38","1.0","0.0","17.4","302, 1","0.0","1.0","0.0","0.0","0.0",168
